,path,size,sensor,eye,id_number,gender
18,../NDIRIS_240x20/LG4000/left/NormalizedImages/05248d615_imno.bmp,240x20,LG4000,left,5248,0
19,../NDIRIS_240x20/LG4000/left/NormalizedImages/04385d1535_imno.bmp,240x20,LG4000,left,4385,0
20,../NDIRIS_240x20/LG4000/left/NormalizedImages/06100d44_imno.bmp,240x20,LG4000,left,6100,1
21,../NDIRIS_240x20/LG4000/left/NormalizedImages/05658d289_imno.bmp,240x20,LG4000,left,5658,1
22,../NDIRIS_240x20/LG4000/left/NormalizedImages/05629d619_imno.bmp,240x20,LG4000,left,5629,0
23,../NDIRIS_240x20/LG4000/left/NormalizedImages/05314d176_imno.bmp,240x20,LG4000,left,5314,1
24,../NDIRIS_240x20/LG4000/left/NormalizedImages/05720d87_imno.bmp,240x20,LG4000,left,5720,1
25,../NDIRIS_240x20/LG4000/left/NormalizedImages/05761d1_imno.bmp,240x20,LG4000,left,5761,0
26,../NDIRIS_240x20/LG4000/left/NormalizedImages/06214d1_imno.bmp,240x20,LG4000,left,6214,0
27,../NDIRIS_240x20/LG4000/left/NormalizedImages/04870d1162_imno.bmp,240x20,LG4000,left,4870,1
28,../NDIRIS_240x20/LG4000/left/NormalizedImages/06033d133_imno.bmp,240x20,LG4000,left,6033,0
29,../NDIRIS_240x20/LG4000/left/NormalizedImages/04394d2055_imno.bmp,240x20,LG4000,left,4394,0
30,../NDIRIS_240x20/LG4000/left/NormalizedImages/05499d73_imno.bmp,240x20,LG4000,left,5499,0
31,../NDIRIS_240x20/LG4000/left/NormalizedImages/05643d218_imno.bmp,240x20,LG4000,left,5643,0
32,../NDIRIS_240x20/LG4000/left/NormalizedImages/05879d157_imno.bmp,240x20,LG4000,left,5879,0
33,../NDIRIS_240x20/LG4000/left/NormalizedImages/05541d636_imno.bmp,240x20,LG4000,left,5541,0
34,../NDIRIS_240x20/LG4000/left/NormalizedImages/06079d198_imno.bmp,240x20,LG4000,left,6079,0
35,../NDIRIS_240x20/LG4000/left/NormalizedImages/05832d283_imno.bmp,240x20,LG4000,left,5832,0
36,../NDIRIS_240x20/LG4000/left/NormalizedImages/05432d171_imno.bmp,240x20,LG4000,left,5432,1
37,../NDIRIS_240x20/LG4000/left/NormalizedImages/06055d137_imno.bmp,240x20,LG4000,left,6055,1
38,../NDIRIS_240x20/LG4000/left/NormalizedImages/06034d211_imno.bmp,240x20,LG4000,left,6034,0
39,../NDIRIS_240x20/LG4000/left/NormalizedImages/06079d77_imno.bmp,240x20,LG4000,left,6079,0
40,../NDIRIS_240x20/LG4000/left/NormalizedImages/05512d408_imno.bmp,240x20,LG4000,left,5512,0
41,../NDIRIS_240x20/LG4000/left/NormalizedImages/05836d112_imno.bmp,240x20,LG4000,left,5836,1
42,../NDIRIS_240x20/LG4000/left/NormalizedImages/05405d191_imno.bmp,240x20,LG4000,left,5405,1
43,../NDIRIS_240x20/LG4000/left/NormalizedImages/05922d67_imno.bmp,240x20,LG4000,left,5922,1
44,../NDIRIS_240x20/LG4000/left/NormalizedImages/06001d195_imno.bmp,240x20,LG4000,left,6001,1
45,../NDIRIS_240x20/LG4000/left/NormalizedImages/05637d274_imno.bmp,240x20,LG4000,left,5637,1
46,../NDIRIS_240x20/LG4000/left/NormalizedImages/05611d250_imno.bmp,240x20,LG4000,left,5611,0
47,../NDIRIS_240x20/LG4000/left/NormalizedImages/05501d723_imno.bmp,240x20,LG4000,left,5501,0
48,../NDIRIS_240x20/LG4000/left/NormalizedImages/05667d125_imno.bmp,240x20,LG4000,left,5667,0
49,../NDIRIS_240x20/LG4000/left/NormalizedImages/05857d339_imno.bmp,240x20,LG4000,left,5857,0
50,../NDIRIS_240x20/LG4000/left/NormalizedImages/05868d110_imno.bmp,240x20,LG4000,left,5868,1
51,../NDIRIS_240x20/LG4000/left/NormalizedImages/05244d605_imno.bmp,240x20,LG4000,left,5244,1
52,../NDIRIS_240x20/LG4000/left/NormalizedImages/04870d1322_imno.bmp,240x20,LG4000,left,4870,1
53,../NDIRIS_240x20/LG4000/left/NormalizedImages/05213d443_imno.bmp,240x20,LG4000,left,5213,0
54,../NDIRIS_240x20/LG4000/left/NormalizedImages/05917d148_imno.bmp,240x20,LG4000,left,5917,1
55,../NDIRIS_240x20/LG4000/left/NormalizedImages/05501d93_imno.bmp,240x20,LG4000,left,5501,0
56,../NDIRIS_240x20/LG4000/left/NormalizedImages/05668d601_imno.bmp,240x20,LG4000,left,5668,1
57,../NDIRIS_240x20/LG4000/left/NormalizedImages/05597d366_imno.bmp,240x20,LG4000,left,5597,0
58,../NDIRIS_240x20/LG4000/left/NormalizedImages/05680d376_imno.bmp,240x20,LG4000,left,5680,1
59,../NDIRIS_240x20/LG4000/left/NormalizedImages/05409d542_imno.bmp,240x20,LG4000,left,5409,0
60,../NDIRIS_240x20/LG4000/left/NormalizedImages/05321d152_imno.bmp,240x20,LG4000,left,5321,0
61,../NDIRIS_240x20/LG4000/left/NormalizedImages/05845d252_imno.bmp,240x20,LG4000,left,5845,1
62,../NDIRIS_240x20/LG4000/left/NormalizedImages/05408d112_imno.bmp,240x20,LG4000,left,5408,1
63,../NDIRIS_240x20/LG4000/left/NormalizedImages/05399d291_imno.bmp,240x20,LG4000,left,5399,1
64,../NDIRIS_240x20/LG4000/left/NormalizedImages/06072d85_imno.bmp,240x20,LG4000,left,6072,0
65,../NDIRIS_240x20/LG4000/left/NormalizedImages/05626d399_imno.bmp,240x20,LG4000,left,5626,1
66,../NDIRIS_240x20/LG4000/left/NormalizedImages/05914d104_imno.bmp,240x20,LG4000,left,5914,0
67,../NDIRIS_240x20/LG4000/left/NormalizedImages/05545d67_imno.bmp,240x20,LG4000,left,5545,1
68,../NDIRIS_240x20/LG4000/left/NormalizedImages/05868d493_imno.bmp,240x20,LG4000,left,5868,1
69,../NDIRIS_240x20/LG4000/left/NormalizedImages/05618d522_imno.bmp,240x20,LG4000,left,5618,1
70,../NDIRIS_240x20/LG4000/left/NormalizedImages/04725d632_imno.bmp,240x20,LG4000,left,4725,0
71,../NDIRIS_240x20/LG4000/left/NormalizedImages/05786d328_imno.bmp,240x20,LG4000,left,5786,1
72,../NDIRIS_240x20/LG4000/left/NormalizedImages/05522d135_imno.bmp,240x20,LG4000,left,5522,0
73,../NDIRIS_240x20/LG4000/left/NormalizedImages/05681d31_imno.bmp,240x20,LG4000,left,5681,0
74,../NDIRIS_240x20/LG4000/left/NormalizedImages/06121d3_imno.bmp,240x20,LG4000,left,6121,1
75,../NDIRIS_240x20/LG4000/left/NormalizedImages/05636d149_imno.bmp,240x20,LG4000,left,5636,0
76,../NDIRIS_240x20/LG4000/left/NormalizedImages/04870d1087_imno.bmp,240x20,LG4000,left,4870,1
77,../NDIRIS_240x20/LG4000/left/NormalizedImages/06102d42_imno.bmp,240x20,LG4000,left,6102,1
78,../NDIRIS_240x20/LG4000/left/NormalizedImages/05609d123_imno.bmp,240x20,LG4000,left,5609,1
79,../NDIRIS_240x20/LG4000/left/NormalizedImages/05624d493_imno.bmp,240x20,LG4000,left,5624,1
80,../NDIRIS_240x20/LG4000/left/NormalizedImages/05616d799_imno.bmp,240x20,LG4000,left,5616,1
81,../NDIRIS_240x20/LG4000/left/NormalizedImages/04470d2272_imno.bmp,240x20,LG4000,left,4470,0
82,../NDIRIS_240x20/LG4000/left/NormalizedImages/05957d104_imno.bmp,240x20,LG4000,left,5957,0
83,../NDIRIS_240x20/LG4000/left/NormalizedImages/05455d927_imno.bmp,240x20,LG4000,left,5455,0
84,../NDIRIS_240x20/LG4000/left/NormalizedImages/04537d1400_imno.bmp,240x20,LG4000,left,4537,1
85,../NDIRIS_240x20/LG4000/left/NormalizedImages/05501d392_imno.bmp,240x20,LG4000,left,5501,0
86,../NDIRIS_240x20/LG4000/left/NormalizedImages/05794d248_imno.bmp,240x20,LG4000,left,5794,1
87,../NDIRIS_240x20/LG4000/left/NormalizedImages/05518d523_imno.bmp,240x20,LG4000,left,5518,0
88,../NDIRIS_240x20/LG4000/left/NormalizedImages/05033d702_imno.bmp,240x20,LG4000,left,5033,1
89,../NDIRIS_240x20/LG4000/left/NormalizedImages/06069d118_imno.bmp,240x20,LG4000,left,6069,1
90,../NDIRIS_240x20/LG4000/left/NormalizedImages/05668d63_imno.bmp,240x20,LG4000,left,5668,1
91,../NDIRIS_240x20/LG4000/left/NormalizedImages/04327d1660_imno.bmp,240x20,LG4000,left,4327,0
92,../NDIRIS_240x20/LG4000/left/NormalizedImages/05671d405_imno.bmp,240x20,LG4000,left,5671,0
93,../NDIRIS_240x20/LG4000/left/NormalizedImages/06113d1_imno.bmp,240x20,LG4000,left,6113,1
94,../NDIRIS_240x20/LG4000/left/NormalizedImages/06055d107_imno.bmp,240x20,LG4000,left,6055,1
95,../NDIRIS_240x20/LG4000/left/NormalizedImages/05367d113_imno.bmp,240x20,LG4000,left,5367,0
96,../NDIRIS_240x20/LG4000/left/NormalizedImages/04385d1505_imno.bmp,240x20,LG4000,left,4385,0
97,../NDIRIS_240x20/LG4000/left/NormalizedImages/05668d5_imno.bmp,240x20,LG4000,left,5668,1
98,../NDIRIS_240x20/LG4000/left/NormalizedImages/05730d181_imno.bmp,240x20,LG4000,left,5730,1
99,../NDIRIS_240x20/LG4000/left/NormalizedImages/05764d476_imno.bmp,240x20,LG4000,left,5764,1
100,../NDIRIS_240x20/LG4000/left/NormalizedImages/05463d519_imno.bmp,240x20,LG4000,left,5463,0
101,../NDIRIS_240x20/LG4000/left/NormalizedImages/05305d95_imno.bmp,240x20,LG4000,left,5305,1
102,../NDIRIS_240x20/LG4000/left/NormalizedImages/05492d237_imno.bmp,240x20,LG4000,left,5492,1
103,../NDIRIS_240x20/LG4000/left/NormalizedImages/06118d94_imno.bmp,240x20,LG4000,left,6118,0
104,../NDIRIS_240x20/LG4000/left/NormalizedImages/06257d5_imno.bmp,240x20,LG4000,left,6257,0
105,../NDIRIS_240x20/LG4000/left/NormalizedImages/05373d212_imno.bmp,240x20,LG4000,left,5373,0
106,../NDIRIS_240x20/LG4000/left/NormalizedImages/05793d191_imno.bmp,240x20,LG4000,left,5793,0
107,../NDIRIS_240x20/LG4000/left/NormalizedImages/06032d41_imno.bmp,240x20,LG4000,left,6032,1
108,../NDIRIS_240x20/LG4000/left/NormalizedImages/05268d110_imno.bmp,240x20,LG4000,left,5268,1
109,../NDIRIS_240x20/LG4000/left/NormalizedImages/05368d574_imno.bmp,240x20,LG4000,left,5368,0
110,../NDIRIS_240x20/LG4000/left/NormalizedImages/05408d313_imno.bmp,240x20,LG4000,left,5408,1
111,../NDIRIS_240x20/LG4000/left/NormalizedImages/05337d212_imno.bmp,240x20,LG4000,left,5337,1
112,../NDIRIS_240x20/LG4000/left/NormalizedImages/05863d123_imno.bmp,240x20,LG4000,left,5863,1
113,../NDIRIS_240x20/LG4000/left/NormalizedImages/04327d1943_imno.bmp,240x20,LG4000,left,4327,0
114,../NDIRIS_240x20/LG4000/left/NormalizedImages/05850d269_imno.bmp,240x20,LG4000,left,5850,1
115,../NDIRIS_240x20/LG4000/left/NormalizedImages/04327d1720_imno.bmp,240x20,LG4000,left,4327,0
116,../NDIRIS_240x20/LG4000/left/NormalizedImages/05766d296_imno.bmp,240x20,LG4000,left,5766,1
117,../NDIRIS_240x20/LG4000/left/NormalizedImages/05015d262_imno.bmp,240x20,LG4000,left,5015,1
118,../NDIRIS_240x20/LG4000/left/NormalizedImages/05714d548_imno.bmp,240x20,LG4000,left,5714,1
119,../NDIRIS_240x20/LG4000/left/NormalizedImages/06245d1_imno.bmp,240x20,LG4000,left,6245,0
120,../NDIRIS_240x20/LG4000/left/NormalizedImages/05600d132_imno.bmp,240x20,LG4000,left,5600,1
121,../NDIRIS_240x20/LG4000/left/NormalizedImages/05645d405_imno.bmp,240x20,LG4000,left,5645,1
122,../NDIRIS_240x20/LG4000/left/NormalizedImages/05809d87_imno.bmp,240x20,LG4000,left,5809,1
123,../NDIRIS_240x20/LG4000/left/NormalizedImages/05761d469_imno.bmp,240x20,LG4000,left,5761,0
124,../NDIRIS_240x20/LG4000/left/NormalizedImages/05624d121_imno.bmp,240x20,LG4000,left,5624,1
125,../NDIRIS_240x20/LG4000/left/NormalizedImages/05697d266_imno.bmp,240x20,LG4000,left,5697,1
126,../NDIRIS_240x20/LG4000/left/NormalizedImages/05585d34_imno.bmp,240x20,LG4000,left,5585,1
127,../NDIRIS_240x20/LG4000/left/NormalizedImages/05794d284_imno.bmp,240x20,LG4000,left,5794,1
128,../NDIRIS_240x20/LG4000/left/NormalizedImages/05668d607_imno.bmp,240x20,LG4000,left,5668,1
129,../NDIRIS_240x20/LG4000/left/NormalizedImages/05408d225_imno.bmp,240x20,LG4000,left,5408,1
130,../NDIRIS_240x20/LG4000/left/NormalizedImages/05601d376_imno.bmp,240x20,LG4000,left,5601,1
131,../NDIRIS_240x20/LG4000/left/NormalizedImages/06118d122_imno.bmp,240x20,LG4000,left,6118,0
132,../NDIRIS_240x20/LG4000/left/NormalizedImages/05510d158_imno.bmp,240x20,LG4000,left,5510,1
133,../NDIRIS_240x20/LG4000/left/NormalizedImages/05803d89_imno.bmp,240x20,LG4000,left,5803,0
134,../NDIRIS_240x20/LG4000/left/NormalizedImages/05788d1_imno.bmp,240x20,LG4000,left,5788,1
135,../NDIRIS_240x20/LG4000/left/NormalizedImages/05011d248_imno.bmp,240x20,LG4000,left,5011,1
136,../NDIRIS_240x20/LG4000/left/NormalizedImages/05644d92_imno.bmp,240x20,LG4000,left,5644,1
137,../NDIRIS_240x20/LG4000/left/NormalizedImages/06093d72_imno.bmp,240x20,LG4000,left,6093,0
138,../NDIRIS_240x20/LG4000/left/NormalizedImages/04470d2456_imno.bmp,240x20,LG4000,left,4470,0
139,../NDIRIS_240x20/LG4000/left/NormalizedImages/05314d598_imno.bmp,240x20,LG4000,left,5314,1
140,../NDIRIS_240x20/LG4000/left/NormalizedImages/05673d233_imno.bmp,240x20,LG4000,left,5673,0
141,../NDIRIS_240x20/LG4000/left/NormalizedImages/05720d133_imno.bmp,240x20,LG4000,left,5720,1
142,../NDIRIS_240x20/LG4000/left/NormalizedImages/05670d369_imno.bmp,240x20,LG4000,left,5670,1
143,../NDIRIS_240x20/LG4000/left/NormalizedImages/05543d77_imno.bmp,240x20,LG4000,left,5543,0
144,../NDIRIS_240x20/LG4000/left/NormalizedImages/06005d168_imno.bmp,240x20,LG4000,left,6005,1
145,../NDIRIS_240x20/LG4000/left/NormalizedImages/05594d497_imno.bmp,240x20,LG4000,left,5594,0
146,../NDIRIS_240x20/LG4000/left/NormalizedImages/05053d310_imno.bmp,240x20,LG4000,left,5053,1
147,../NDIRIS_240x20/LG4000/left/NormalizedImages/05655d352_imno.bmp,240x20,LG4000,left,5655,0
148,../NDIRIS_240x20/LG4000/left/NormalizedImages/05645d437_imno.bmp,240x20,LG4000,left,5645,1
149,../NDIRIS_240x20/LG4000/left/NormalizedImages/05886d26_imno.bmp,240x20,LG4000,left,5886,1
150,../NDIRIS_240x20/LG4000/left/NormalizedImages/06065d89_imno.bmp,240x20,LG4000,left,6065,0
151,../NDIRIS_240x20/LG4000/left/NormalizedImages/05605d2_imno.bmp,240x20,LG4000,left,5605,0
152,../NDIRIS_240x20/LG4000/left/NormalizedImages/05650d3_imno.bmp,240x20,LG4000,left,5650,0
153,../NDIRIS_240x20/LG4000/left/NormalizedImages/05015d1002_imno.bmp,240x20,LG4000,left,5015,1
154,../NDIRIS_240x20/LG4000/left/NormalizedImages/05663d549_imno.bmp,240x20,LG4000,left,5663,1
155,../NDIRIS_240x20/LG4000/left/NormalizedImages/04327d2070_imno.bmp,240x20,LG4000,left,4327,0
156,../NDIRIS_240x20/LG4000/left/NormalizedImages/06026d145_imno.bmp,240x20,LG4000,left,6026,1
157,../NDIRIS_240x20/LG4000/left/NormalizedImages/05714d427_imno.bmp,240x20,LG4000,left,5714,1
158,../NDIRIS_240x20/LG4000/left/NormalizedImages/05618d884_imno.bmp,240x20,LG4000,left,5618,1
159,../NDIRIS_240x20/LG4000/left/NormalizedImages/05456d557_imno.bmp,240x20,LG4000,left,5456,0
160,../NDIRIS_240x20/LG4000/left/NormalizedImages/06049d213_imno.bmp,240x20,LG4000,left,6049,1
161,../NDIRIS_240x20/LG4000/left/NormalizedImages/05818d273_imno.bmp,240x20,LG4000,left,5818,0
162,../NDIRIS_240x20/LG4000/left/NormalizedImages/06176d35_imno.bmp,240x20,LG4000,left,6176,1
163,../NDIRIS_240x20/LG4000/left/NormalizedImages/05764d572_imno.bmp,240x20,LG4000,left,5764,1
164,../NDIRIS_240x20/LG4000/left/NormalizedImages/05248d943_imno.bmp,240x20,LG4000,left,5248,0
165,../NDIRIS_240x20/LG4000/left/NormalizedImages/05601d664_imno.bmp,240x20,LG4000,left,5601,1
166,../NDIRIS_240x20/LG4000/left/NormalizedImages/05466d322_imno.bmp,240x20,LG4000,left,5466,0
167,../NDIRIS_240x20/LG4000/left/NormalizedImages/05284d708_imno.bmp,240x20,LG4000,left,5284,1
168,../NDIRIS_240x20/LG4000/left/NormalizedImages/05792d49_imno.bmp,240x20,LG4000,left,5792,1
169,../NDIRIS_240x20/LG4000/left/NormalizedImages/05707d183_imno.bmp,240x20,LG4000,left,5707,1
170,../NDIRIS_240x20/LG4000/left/NormalizedImages/05761d161_imno.bmp,240x20,LG4000,left,5761,0
171,../NDIRIS_240x20/LG4000/left/NormalizedImages/05603d65_imno.bmp,240x20,LG4000,left,5603,1
172,../NDIRIS_240x20/LG4000/left/NormalizedImages/05244d807_imno.bmp,240x20,LG4000,left,5244,1
173,../NDIRIS_240x20/LG4000/left/NormalizedImages/05681d226_imno.bmp,240x20,LG4000,left,5681,0
174,../NDIRIS_240x20/LG4000/left/NormalizedImages/05493d376_imno.bmp,240x20,LG4000,left,5493,1
175,../NDIRIS_240x20/LG4000/left/NormalizedImages/05733d432_imno.bmp,240x20,LG4000,left,5733,1
176,../NDIRIS_240x20/LG4000/left/NormalizedImages/05256d453_imno.bmp,240x20,LG4000,left,5256,0
177,../NDIRIS_240x20/LG4000/left/NormalizedImages/05766d440_imno.bmp,240x20,LG4000,left,5766,1
178,../NDIRIS_240x20/LG4000/left/NormalizedImages/05852d47_imno.bmp,240x20,LG4000,left,5852,0
179,../NDIRIS_240x20/LG4000/left/NormalizedImages/05512d217_imno.bmp,240x20,LG4000,left,5512,0
180,../NDIRIS_240x20/LG4000/left/NormalizedImages/05270d90_imno.bmp,240x20,LG4000,left,5270,1
181,../NDIRIS_240x20/LG4000/left/NormalizedImages/05463d273_imno.bmp,240x20,LG4000,left,5463,0
182,../NDIRIS_240x20/LG4000/left/NormalizedImages/05669d711_imno.bmp,240x20,LG4000,left,5669,0
183,../NDIRIS_240x20/LG4000/left/NormalizedImages/05442d223_imno.bmp,240x20,LG4000,left,5442,1
184,../NDIRIS_240x20/LG4000/left/NormalizedImages/05795d149_imno.bmp,240x20,LG4000,left,5795,0
185,../NDIRIS_240x20/LG4000/left/NormalizedImages/05570d107_imno.bmp,240x20,LG4000,left,5570,0
186,../NDIRIS_240x20/LG4000/left/NormalizedImages/06013d164_imno.bmp,240x20,LG4000,left,6013,1
187,../NDIRIS_240x20/LG4000/left/NormalizedImages/05642d319_imno.bmp,240x20,LG4000,left,5642,0
188,../NDIRIS_240x20/LG4000/left/NormalizedImages/05673d352_imno.bmp,240x20,LG4000,left,5673,0
189,../NDIRIS_240x20/LG4000/left/NormalizedImages/05543d43_imno.bmp,240x20,LG4000,left,5543,0
190,../NDIRIS_240x20/LG4000/left/NormalizedImages/05671d600_imno.bmp,240x20,LG4000,left,5671,0
191,../NDIRIS_240x20/LG4000/left/NormalizedImages/06065d123_imno.bmp,240x20,LG4000,left,6065,0
192,../NDIRIS_240x20/LG4000/left/NormalizedImages/05608d517_imno.bmp,240x20,LG4000,left,5608,0
193,../NDIRIS_240x20/LG4000/left/NormalizedImages/06048d186_imno.bmp,240x20,LG4000,left,6048,0
194,../NDIRIS_240x20/LG4000/left/NormalizedImages/04385d1954_imno.bmp,240x20,LG4000,left,4385,0
195,../NDIRIS_240x20/LG4000/left/NormalizedImages/05917d22_imno.bmp,240x20,LG4000,left,5917,1
196,../NDIRIS_240x20/LG4000/left/NormalizedImages/05393d89_imno.bmp,240x20,LG4000,left,5393,1
197,../NDIRIS_240x20/LG4000/left/NormalizedImages/05799d83_imno.bmp,240x20,LG4000,left,5799,0
198,../NDIRIS_240x20/LG4000/left/NormalizedImages/05601d122_imno.bmp,240x20,LG4000,left,5601,1
199,../NDIRIS_240x20/LG4000/left/NormalizedImages/05601d312_imno.bmp,240x20,LG4000,left,5601,1
200,../NDIRIS_240x20/LG4000/left/NormalizedImages/05906d66_imno.bmp,240x20,LG4000,left,5906,1
201,../NDIRIS_240x20/LG4000/left/NormalizedImages/05233d365_imno.bmp,240x20,LG4000,left,5233,1
202,../NDIRIS_240x20/LG4000/left/NormalizedImages/05408d599_imno.bmp,240x20,LG4000,left,5408,1
203,../NDIRIS_240x20/LG4000/left/NormalizedImages/05293d904_imno.bmp,240x20,LG4000,left,5293,1
204,../NDIRIS_240x20/LG4000/left/NormalizedImages/05815d438_imno.bmp,240x20,LG4000,left,5815,0
205,../NDIRIS_240x20/LG4000/left/NormalizedImages/05480d125_imno.bmp,240x20,LG4000,left,5480,1
206,../NDIRIS_240x20/LG4000/left/NormalizedImages/05483d29_imno.bmp,240x20,LG4000,left,5483,1
207,../NDIRIS_240x20/LG4000/left/NormalizedImages/05733d153_imno.bmp,240x20,LG4000,left,5733,1
208,../NDIRIS_240x20/LG4000/left/NormalizedImages/05803d115_imno.bmp,240x20,LG4000,left,5803,0
209,../NDIRIS_240x20/LG4000/left/NormalizedImages/05583d111_imno.bmp,240x20,LG4000,left,5583,0
210,../NDIRIS_240x20/LG4000/left/NormalizedImages/05785d401_imno.bmp,240x20,LG4000,left,5785,0
211,../NDIRIS_240x20/LG4000/left/NormalizedImages/05204d373_imno.bmp,240x20,LG4000,left,5204,1
212,../NDIRIS_240x20/LG4000/left/NormalizedImages/05723d28_imno.bmp,240x20,LG4000,left,5723,1
213,../NDIRIS_240x20/LG4000/left/NormalizedImages/05644d329_imno.bmp,240x20,LG4000,left,5644,1
214,../NDIRIS_240x20/LG4000/left/NormalizedImages/05768d127_imno.bmp,240x20,LG4000,left,5768,0
215,../NDIRIS_240x20/LG4000/left/NormalizedImages/05654d31_imno.bmp,240x20,LG4000,left,5654,1
216,../NDIRIS_240x20/LG4000/left/NormalizedImages/05622d86_imno.bmp,240x20,LG4000,left,5622,0
217,../NDIRIS_240x20/LG4000/left/NormalizedImages/05466d252_imno.bmp,240x20,LG4000,left,5466,0
218,../NDIRIS_240x20/LG4000/left/NormalizedImages/05822d81_imno.bmp,240x20,LG4000,left,5822,1
219,../NDIRIS_240x20/LG4000/left/NormalizedImages/05970d215_imno.bmp,240x20,LG4000,left,5970,1
220,../NDIRIS_240x20/LG4000/left/NormalizedImages/05456d69_imno.bmp,240x20,LG4000,left,5456,0
221,../NDIRIS_240x20/LG4000/left/NormalizedImages/05724d131_imno.bmp,240x20,LG4000,left,5724,0
222,../NDIRIS_240x20/LG4000/left/NormalizedImages/06036d85_imno.bmp,240x20,LG4000,left,6036,1
223,../NDIRIS_240x20/LG4000/left/NormalizedImages/05615d31_imno.bmp,240x20,LG4000,left,5615,1
224,../NDIRIS_240x20/LG4000/left/NormalizedImages/05833d97_imno.bmp,240x20,LG4000,left,5833,1
225,../NDIRIS_240x20/LG4000/left/NormalizedImages/06059d239_imno.bmp,240x20,LG4000,left,6059,0
226,../NDIRIS_240x20/LG4000/left/NormalizedImages/05310d421_imno.bmp,240x20,LG4000,left,5310,1
227,../NDIRIS_240x20/LG4000/left/NormalizedImages/05893d386_imno.bmp,240x20,LG4000,left,5893,0
228,../NDIRIS_240x20/LG4000/left/NormalizedImages/05587d14_imno.bmp,240x20,LG4000,left,5587,1
229,../NDIRIS_240x20/LG4000/left/NormalizedImages/05733d5_imno.bmp,240x20,LG4000,left,5733,1
230,../NDIRIS_240x20/LG4000/left/NormalizedImages/05484d222_imno.bmp,240x20,LG4000,left,5484,0
231,../NDIRIS_240x20/LG4000/left/NormalizedImages/05510d106_imno.bmp,240x20,LG4000,left,5510,1
232,../NDIRIS_240x20/LG4000/left/NormalizedImages/06071d148_imno.bmp,240x20,LG4000,left,6071,1
233,../NDIRIS_240x20/LG4000/left/NormalizedImages/05244d405_imno.bmp,240x20,LG4000,left,5244,1
234,../NDIRIS_240x20/LG4000/left/NormalizedImages/05786d1_imno.bmp,240x20,LG4000,left,5786,1
235,../NDIRIS_240x20/LG4000/left/NormalizedImages/05601d795_imno.bmp,240x20,LG4000,left,5601,1
236,../NDIRIS_240x20/LG4000/left/NormalizedImages/05531d432_imno.bmp,240x20,LG4000,left,5531,1
237,../NDIRIS_240x20/LG4000/left/NormalizedImages/05903d36_imno.bmp,240x20,LG4000,left,5903,0
238,../NDIRIS_240x20/LG4000/left/NormalizedImages/05746d216_imno.bmp,240x20,LG4000,left,5746,0
239,../NDIRIS_240x20/LG4000/left/NormalizedImages/05288d236_imno.bmp,240x20,LG4000,left,5288,1
240,../NDIRIS_240x20/LG4000/left/NormalizedImages/05734d173_imno.bmp,240x20,LG4000,left,5734,1
241,../NDIRIS_240x20/LG4000/left/NormalizedImages/05314d561_imno.bmp,240x20,LG4000,left,5314,1
242,../NDIRIS_240x20/LG4000/left/NormalizedImages/05805d297_imno.bmp,240x20,LG4000,left,5805,1
243,../NDIRIS_240x20/LG4000/left/NormalizedImages/05300d339_imno.bmp,240x20,LG4000,left,5300,0
