,dataset,filename,result
241,left_480x80,05550d16_rub.bmp,2
242,left_480x80,05551d14_rub.bmp,1
243,left_480x80,05552d16_rub.bmp,2
244,left_480x80,05553d13_rub.bmp,0
245,left_480x80,05554d16_rub.bmp,2
246,left_480x80,05555d713_rub.bmp,1
247,left_480x80,05556d14_rub.bmp,1
248,left_480x80,05557d70_rub.bmp,2
249,left_480x80,05558d68_rub.bmp,2
250,left_480x80,05559d49_rub.bmp,1
251,left_480x80,05560d91_rub.bmp,2
252,left_480x80,05561d49_rub.bmp,2
253,left_480x80,05562d101_rub.bmp,2
254,left_480x80,05563d14_rub.bmp,2
255,left_480x80,05564d13_rub.bmp,2
256,left_480x80,05565d114_rub.bmp,1
257,left_480x80,05566d18_rub.bmp,2
258,left_480x80,05567d37_rub.bmp,0
259,left_480x80,05568d14_rub.bmp,2
260,left_480x80,05569d16_rub.bmp,2
261,left_480x80,05570d16_rub.bmp,2
262,left_480x80,05571d14_rub.bmp,1
263,left_480x80,05572d18_rub.bmp,1
264,left_480x80,05573d16_rub.bmp,2
265,left_480x80,05574d71_rub.bmp,2
266,left_480x80,05575d16_rub.bmp,2
267,left_480x80,05576d80_rub.bmp,1
268,left_480x80,05578d13_rub.bmp,1
269,left_480x80,05579d14_rub.bmp,2
270,left_480x80,05580d16_rub.bmp,2
271,left_480x80,05581d14_rub.bmp,1
272,left_480x80,05582d292_rub.bmp,1
273,left_480x80,05583d81_rub.bmp,2
274,left_480x80,05584d12_rub.bmp,1
275,left_480x80,05585d150_rub.bmp,2
276,left_480x80,05586d16_rub.bmp,0
277,left_480x80,05587d825_rub.bmp,2
278,left_480x80,05588d14_rub.bmp,2
279,left_480x80,05592d3_rub.bmp,2
280,left_480x80,05594d160_rub.bmp,1
281,left_480x80,05595d3_rub.bmp,2
282,left_480x80,05596d442_rub.bmp,2
283,left_480x80,05597d313_rub.bmp,2
284,left_480x80,05598d113_rub.bmp,1
285,left_480x80,05600d136_rub.bmp,2
286,left_480x80,05601d729_rub.bmp,1
287,left_480x80,05602d123_rub.bmp,0
288,left_480x80,05603d825_rub.bmp,0
289,left_480x80,05604d2_rub.bmp,1
290,left_480x80,05605d27_rub.bmp,2
291,left_480x80,05606d126_rub.bmp,2
292,left_480x80,05607d2_rub.bmp,0
293,left_480x80,05608d450_rub.bmp,1
294,left_480x80,05609d123_rub.bmp,2
295,left_480x80,05610d4_rub.bmp,1
296,left_480x80,05611d647_rub.bmp,0
297,left_480x80,05612d267_rub.bmp,0
298,left_480x80,05613d2_rub.bmp,0
299,left_480x80,05615d398_rub.bmp,1
300,left_480x80,05616d1038_rub.bmp,2
301,left_480x80,05617d88_rub.bmp,2
302,left_480x80,05618d757_rub.bmp,2
303,left_480x80,05619d156_rub.bmp,1
304,left_480x80,05620d2_rub.bmp,1
305,left_480x80,05621d199_rub.bmp,1
306,left_480x80,05622d621_rub.bmp,1
307,left_480x80,05623d342_rub.bmp,0
308,left_480x80,05624d550_rub.bmp,1
309,left_480x80,05625d4_rub.bmp,0
310,left_480x80,05626d239_rub.bmp,2
311,left_480x80,05627d2_rub.bmp,1
312,left_480x80,05628d54_rub.bmp,2
313,left_480x80,05629d698_rub.bmp,1
314,left_480x80,05630d31_rub.bmp,2
315,left_480x80,05631d4_rub.bmp,0
316,left_480x80,05633d6_rub.bmp,2
317,left_480x80,05634d223_rub.bmp,1
318,left_480x80,05635d59_rub.bmp,1
319,left_480x80,05636d4_rub.bmp,2
320,left_480x80,05637d126_rub.bmp,2
321,left_480x80,05638d99_rub.bmp,0
322,left_480x80,05639d6_rub.bmp,1
323,left_480x80,05640d6_rub.bmp,1
324,left_480x80,05641d2_rub.bmp,2
325,left_480x80,05642d177_rub.bmp,2
326,left_480x80,05643d305_rub.bmp,2
327,left_480x80,05644d58_rub.bmp,2
328,left_480x80,05645d343_rub.bmp,1
329,left_480x80,05646d6_rub.bmp,2
330,left_480x80,05647d146_rub.bmp,1
331,left_480x80,05648d118_rub.bmp,2
332,left_480x80,05649d181_rub.bmp,0
333,left_480x80,05650d60_rub.bmp,2
334,left_480x80,05651d211_rub.bmp,2
335,left_480x80,05652d31_rub.bmp,2
336,left_480x80,05653d63_rub.bmp,2
337,left_480x80,05654d31_rub.bmp,2
338,left_480x80,05655d60_rub.bmp,2
339,left_480x80,05656d63_rub.bmp,1
340,left_480x80,05657d3_rub.bmp,2
341,left_480x80,05658d163_rub.bmp,2
342,left_480x80,05659d35_rub.bmp,2
343,left_480x80,05660d5_rub.bmp,1
344,left_480x80,05661d669_rub.bmp,0
345,left_480x80,05662d35_rub.bmp,2
346,left_480x80,05663d398_rub.bmp,1
347,left_480x80,05664d748_rub.bmp,1
348,left_480x80,05665d74_rub.bmp,2
349,left_480x80,05666d95_rub.bmp,0
350,left_480x80,05668d93_rub.bmp,1
351,left_480x80,05669d5_rub.bmp,1
352,left_480x80,05670d699_rub.bmp,1
353,left_480x80,05671d62_rub.bmp,1
354,left_480x80,05673d885_rub.bmp,1
355,left_480x80,05674d571_rub.bmp,2
356,left_480x80,05675d302_rub.bmp,1
357,left_480x80,05676d90_rub.bmp,2
358,left_480x80,05677d37_rub.bmp,2
359,left_480x80,05678d239_rub.bmp,1
360,left_480x80,05679d645_rub.bmp,2
361,left_480x80,05680d537_rub.bmp,2
362,left_480x80,05681d33_rub.bmp,1
363,left_480x80,05682d87_rub.bmp,2
364,left_480x80,05683d1_rub.bmp,2
365,left_480x80,05684d1_rub.bmp,2
366,left_480x80,05686d3_rub.bmp,2
367,left_480x80,05687d7_rub.bmp,1
368,left_480x80,05688d1_rub.bmp,1
369,left_480x80,05689d5_rub.bmp,1
370,left_480x80,05690d31_rub.bmp,2
371,left_480x80,05691d35_rub.bmp,2
372,left_480x80,05692d31_rub.bmp,1
373,left_480x80,05693d5_rub.bmp,1
374,left_480x80,05694d184_rub.bmp,1
375,left_480x80,05695d193_rub.bmp,1
376,left_480x80,05696d1314_rub.bmp,2
377,left_480x80,05697d1286_rub.bmp,0
378,left_480x80,05698d5_rub.bmp,1
379,left_480x80,05699d33_rub.bmp,0
380,left_480x80,05700d51_rub.bmp,2
381,left_480x80,05702d5_rub.bmp,2
382,left_480x80,05703d3_rub.bmp,2
383,left_480x80,05704d47_rub.bmp,1
384,left_480x80,05705d1176_rub.bmp,1
385,left_480x80,05706d3_rub.bmp,2
386,left_480x80,05707d1_rub.bmp,0
387,left_480x80,05708d166_rub.bmp,1
388,left_480x80,05709d2_rub.bmp,1
389,left_480x80,05710d5_rub.bmp,2
390,left_480x80,05711d3_rub.bmp,1
391,left_480x80,05712d5_rub.bmp,2
392,left_480x80,05713d364_rub.bmp,2
393,left_480x80,05714d224_rub.bmp,1
394,left_480x80,05715d63_rub.bmp,2
395,left_480x80,05716d3_rub.bmp,2
396,left_480x80,05717d3_rub.bmp,1
397,left_480x80,05718d5_rub.bmp,2
398,left_480x80,05719d133_rub.bmp,1
399,left_480x80,05720d291_rub.bmp,2
400,left_480x80,05721d245_rub.bmp,1
401,left_480x80,05722d33_rub.bmp,2
402,left_480x80,05723d218_rub.bmp,1
403,left_480x80,05724d439_rub.bmp,2
404,left_480x80,05725d94_rub.bmp,2
405,left_480x80,05726d25_rub.bmp,2
406,left_480x80,05727d29_rub.bmp,2
407,left_480x80,05728d198_rub.bmp,1
408,left_480x80,05729d122_rub.bmp,1
409,left_480x80,05730d25_rub.bmp,1
410,left_480x80,05731d107_rub.bmp,1
411,left_480x80,05732d1_rub.bmp,2
412,left_480x80,05733d496_rub.bmp,2
413,left_480x80,05734d171_rub.bmp,2
414,left_480x80,05735d782_rub.bmp,2
415,left_480x80,05736d3_rub.bmp,2
416,left_480x80,05737d149_rub.bmp,2
417,left_480x80,05738d32_rub.bmp,1
418,left_480x80,05739d5_rub.bmp,1
419,left_480x80,05740d200_rub.bmp,2
420,left_480x80,05741d3_rub.bmp,1
421,left_480x80,05742d22_rub.bmp,2
422,left_480x80,05744d1_rub.bmp,2
423,left_480x80,05745d48_rub.bmp,2
424,left_480x80,05746d127_rub.bmp,2
425,left_480x80,05748d5_rub.bmp,0
426,left_480x80,05749d217_rub.bmp,2
427,left_480x80,05750d78_rub.bmp,2
428,left_480x80,05751d244_rub.bmp,1
429,left_480x80,05752d520_rub.bmp,2
430,left_480x80,05753d258_rub.bmp,2
431,left_480x80,05754d78_rub.bmp,2
432,left_480x80,05755d15_rub.bmp,2
433,left_480x80,05756d485_rub.bmp,0
434,left_480x80,05757d132_rub.bmp,2
435,left_480x80,05758d14_rub.bmp,2
436,left_480x80,05759d18_rub.bmp,1
437,left_480x80,05760d410_rub.bmp,0
438,left_480x80,05761d165_rub.bmp,1
439,left_480x80,05762d3_rub.bmp,2
440,left_480x80,05764d199_rub.bmp,2
441,left_480x80,05765d170_rub.bmp,2
442,left_480x80,05766d1255_rub.bmp,2
443,left_480x80,05767d3_rub.bmp,2
444,left_480x80,05768d122_rub.bmp,1
445,left_480x80,05769d79_rub.bmp,1
446,left_480x80,05770d99_rub.bmp,2
447,left_480x80,05771d5_rub.bmp,1
448,left_480x80,05772d1_rub.bmp,2
449,left_480x80,05773d97_rub.bmp,1
450,left_480x80,05775d1024_rub.bmp,1
451,left_480x80,05776d3_rub.bmp,2
452,left_480x80,05777d5_rub.bmp,2
453,left_480x80,05778d1_rub.bmp,2
454,left_480x80,05779d1_rub.bmp,2
455,left_480x80,05780d61_rub.bmp,1
456,left_480x80,05781d3_rub.bmp,2
457,left_480x80,05782d5_rub.bmp,1
458,left_480x80,05783d117_rub.bmp,1
459,left_480x80,05784d1_rub.bmp,1
460,left_480x80,05785d584_rub.bmp,1
461,left_480x80,05786d67_rub.bmp,1
462,left_480x80,05787d695_rub.bmp,1
463,left_480x80,05789d1_rub.bmp,0
464,left_480x80,05790d14_rub.bmp,2
465,left_480x80,05792d77_rub.bmp,2
466,left_480x80,05793d235_rub.bmp,1
467,left_480x80,05794d184_rub.bmp,2
468,left_480x80,05795d372_rub.bmp,1
469,left_480x80,05796d89_rub.bmp,2
470,left_480x80,05797d332_rub.bmp,0
471,left_480x80,05798d270_rub.bmp,2
472,left_480x80,05799d92_rub.bmp,1
473,left_480x80,05800d250_rub.bmp,1
474,left_480x80,05801d100_rub.bmp,2
475,left_480x80,05802d116_rub.bmp,1
476,left_480x80,05803d115_rub.bmp,2
477,left_480x80,05804d854_rub.bmp,2
478,left_480x80,05805d82_rub.bmp,2
479,left_480x80,05806d35_rub.bmp,2
480,left_480x80,05807d89_rub.bmp,2
481,left_480x80,05808d454_rub.bmp,1
482,left_480x80,05809d495_rub.bmp,1
483,left_480x80,05810d165_rub.bmp,2
484,left_480x80,05811d37_rub.bmp,0
485,left_480x80,05812d628_rub.bmp,2
486,left_480x80,05813d78_rub.bmp,2
487,left_480x80,05814d59_rub.bmp,2
488,left_480x80,05816d176_rub.bmp,1
489,left_480x80,05817d181_rub.bmp,2
490,left_480x80,05818d89_rub.bmp,1
491,left_480x80,05819d192_rub.bmp,2
492,left_480x80,05820d37_rub.bmp,1
493,left_480x80,05821d79_rub.bmp,2
494,left_480x80,05822d203_rub.bmp,2
495,left_480x80,05823d63_rub.bmp,2
496,left_480x80,05824d521_rub.bmp,1
497,left_480x80,05825d54_rub.bmp,2
498,left_480x80,05826d47_rub.bmp,2
499,left_480x80,05827d152_rub.bmp,2
500,left_480x80,05829d97_rub.bmp,1
501,left_480x80,05830d1051_rub.bmp,1
502,left_480x80,05831d163_rub.bmp,2
503,left_480x80,05832d315_rub.bmp,1
504,left_480x80,05833d217_rub.bmp,2
505,left_480x80,05834d135_rub.bmp,1
506,left_480x80,05835d145_rub.bmp,1
507,left_480x80,05836d77_rub.bmp,2
508,left_480x80,05837d48_rub.bmp,2
509,left_480x80,05838d540_rub.bmp,2
510,left_480x80,05839d679_rub.bmp,2
511,left_480x80,05840d36_rub.bmp,2
512,left_480x80,05841d113_rub.bmp,2
513,left_480x80,05842d52_rub.bmp,2
514,left_480x80,05843d35_rub.bmp,2
515,left_480x80,05844d118_rub.bmp,0
516,left_480x80,05846d143_rub.bmp,0
517,left_480x80,05847d105_rub.bmp,2
518,left_480x80,05848d102_rub.bmp,1
519,left_480x80,05849d359_rub.bmp,0
520,left_480x80,05850d305_rub.bmp,1
521,left_480x80,05851d39_rub.bmp,2
522,left_480x80,05852d54_rub.bmp,2
523,left_480x80,05853d142_rub.bmp,1
524,left_480x80,05854d308_rub.bmp,2
525,left_480x80,05855d970_rub.bmp,2
526,left_480x80,05856d54_rub.bmp,2
527,left_480x80,05857d420_rub.bmp,1
528,left_480x80,05858d162_rub.bmp,1
529,left_480x80,05859d220_rub.bmp,2
530,left_480x80,05860d37_rub.bmp,2
531,left_480x80,05861d77_rub.bmp,1
532,left_480x80,05862d37_rub.bmp,2
533,left_480x80,05863d406_rub.bmp,2
534,left_480x80,05864d66_rub.bmp,2
535,left_480x80,05865d118_rub.bmp,1
536,left_480x80,05866d35_rub.bmp,2
537,left_480x80,05867d35_rub.bmp,2
538,left_480x80,05868d337_rub.bmp,1
539,left_480x80,05869d598_rub.bmp,1
540,left_480x80,05870d187_rub.bmp,2
541,left_480x80,05871d90_rub.bmp,2
542,left_480x80,05872d199_rub.bmp,0
543,left_480x80,05873d37_rub.bmp,1
544,left_480x80,05874d35_rub.bmp,2
545,left_480x80,05875d249_rub.bmp,0
546,left_480x80,05876d26_rub.bmp,2
547,left_480x80,05877d35_rub.bmp,2
548,left_480x80,05878d62_rub.bmp,1
549,left_480x80,05879d104_rub.bmp,2
550,left_480x80,05880d1173_rub.bmp,2
551,left_480x80,05881d321_rub.bmp,2
552,left_480x80,05882d49_rub.bmp,2
553,left_480x80,05884d172_rub.bmp,1
554,left_480x80,05885d10_rub.bmp,1
555,left_480x80,05886d26_rub.bmp,2
556,left_480x80,05887d12_rub.bmp,2
557,left_480x80,05888d83_rub.bmp,1
558,left_480x80,05889d34_rub.bmp,2
559,left_480x80,05890d171_rub.bmp,2
560,left_480x80,05891d12_rub.bmp,2
561,left_480x80,05892d667_rub.bmp,2
562,left_480x80,05893d280_rub.bmp,1
563,left_480x80,05894d109_rub.bmp,1
564,left_480x80,05895d28_rub.bmp,2
565,left_480x80,05896d16_rub.bmp,2
566,left_480x80,05898d157_rub.bmp,2
567,left_480x80,05899d12_rub.bmp,1
568,left_480x80,05900d74_rub.bmp,1
569,left_480x80,05901d106_rub.bmp,1
570,left_480x80,05902d64_rub.bmp,1
571,left_480x80,05903d117_rub.bmp,2
572,left_480x80,05904d75_rub.bmp,2
573,left_480x80,05905d16_rub.bmp,2
574,left_480x80,05906d34_rub.bmp,2
575,left_480x80,05907d288_rub.bmp,2
576,left_480x80,05908d83_rub.bmp,1
577,left_480x80,05909d32_rub.bmp,2
578,left_480x80,05910d12_rub.bmp,2
579,left_480x80,05911d16_rub.bmp,1
580,left_480x80,05912d604_rub.bmp,0
581,left_480x80,05913d112_rub.bmp,2
582,left_480x80,05914d157_rub.bmp,2
583,left_480x80,05916d32_rub.bmp,2
584,left_480x80,05917d56_rub.bmp,2
585,left_480x80,05918d26_rub.bmp,1
586,left_480x80,05919d1311_rub.bmp,2
587,left_480x80,05920d122_rub.bmp,2
588,left_480x80,05921d56_rub.bmp,1
589,left_480x80,05922d120_rub.bmp,2
590,left_480x80,05923d751_rub.bmp,2
591,left_480x80,05924d121_rub.bmp,1
592,left_480x80,05925d14_rub.bmp,2
593,left_480x80,05926d10_rub.bmp,2
594,left_480x80,05927d14_rub.bmp,1
595,left_480x80,05928d12_rub.bmp,2
596,left_480x80,05929d12_rub.bmp,2
597,left_480x80,05930d276_rub.bmp,2
598,left_480x80,05931d16_rub.bmp,2
599,left_480x80,05932d24_rub.bmp,2
600,left_480x80,05933d80_rub.bmp,1
601,left_480x80,05934d12_rub.bmp,1
602,left_480x80,05935d16_rub.bmp,2
603,left_480x80,05936d75_rub.bmp,2
604,left_480x80,05937d247_rub.bmp,2
605,left_480x80,05938d35_rub.bmp,2
606,left_480x80,05939d16_rub.bmp,2
607,left_480x80,05940d66_rub.bmp,2
608,left_480x80,05941d26_rub.bmp,1
609,left_480x80,05942d115_rub.bmp,2
610,left_480x80,05943d50_rub.bmp,2
611,left_480x80,05944d52_rub.bmp,2
612,left_480x80,05945d14_rub.bmp,2
613,left_480x80,05946d86_rub.bmp,2
614,left_480x80,05947d13_rub.bmp,2
615,left_480x80,05948d90_rub.bmp,2
616,left_480x80,05949d23_rub.bmp,2
617,left_480x80,05950d16_rub.bmp,2
618,left_480x80,05951d76_rub.bmp,2
619,left_480x80,05952d285_rub.bmp,1
620,left_480x80,05953d377_rub.bmp,1
621,left_480x80,05954d14_rub.bmp,2
622,left_480x80,05955d14_rub.bmp,1
623,left_480x80,05956d74_rub.bmp,2
624,left_480x80,05957d140_rub.bmp,2
625,left_480x80,05958d26_rub.bmp,1
626,left_480x80,05960d47_rub.bmp,2
627,left_480x80,05961d14_rub.bmp,2
628,left_480x80,05962d12_rub.bmp,1
629,left_480x80,05963d660_rub.bmp,2
630,left_480x80,05964d22_rub.bmp,1
631,left_480x80,05965d12_rub.bmp,1
632,left_480x80,05966d84_rub.bmp,2
633,left_480x80,05967d12_rub.bmp,1
