,dataset,filename,result
97,left_240x20_irisbee,90252d87-normalized.ppm,2
98,left_240x20_irisbee,05445d251-normalized.ppm,1
99,left_240x20_irisbee,06477d681-normalized.ppm,1
100,left_240x20_irisbee,05284d231-normalized.ppm,2
101,left_240x20_irisbee,05956d74-normalized.ppm,2
102,left_240x20_irisbee,05537d116-normalized.ppm,1
103,left_240x20_irisbee,90348d5-normalized.ppm,1
104,left_240x20_irisbee,05521d16-normalized.ppm,0
105,left_240x20_irisbee,06335d69-normalized.ppm,1
106,left_240x20_irisbee,06327d292-normalized.ppm,1
107,left_240x20_irisbee,06009d125-normalized.ppm,1
108,left_240x20_irisbee,05981d35-normalized.ppm,2
109,left_240x20_irisbee,06016d143-normalized.ppm,1
110,left_240x20_irisbee,06666d90-normalized.ppm,1
111,left_240x20_irisbee,06493d395-normalized.ppm,2
112,left_240x20_irisbee,06136d322-normalized.ppm,0
113,left_240x20_irisbee,90402d3-normalized.ppm,0
114,left_240x20_irisbee,90177d87-normalized.ppm,2
115,left_240x20_irisbee,06222d1-normalized.ppm,1
116,left_240x20_irisbee,05435d53-normalized.ppm,1
117,left_240x20_irisbee,05399d287-normalized.ppm,1
118,left_240x20_irisbee,05825d54-normalized.ppm,2
119,left_240x20_irisbee,06491d54-normalized.ppm,2
120,left_240x20_irisbee,06210d587-normalized.ppm,1
121,left_240x20_irisbee,05951d76-normalized.ppm,2
122,left_240x20_irisbee,05510d382-normalized.ppm,2
123,left_240x20_irisbee,06275d1-normalized.ppm,2
124,left_240x20_irisbee,05904d75-normalized.ppm,1
125,left_240x20_irisbee,06558d90-normalized.ppm,1
126,left_240x20_irisbee,06614d1-normalized.ppm,0
127,left_240x20_irisbee,06671d89-normalized.ppm,1
128,left_240x20_irisbee,06206d5-normalized.ppm,1
129,left_240x20_irisbee,06140d3-normalized.ppm,2
130,left_240x20_irisbee,06632d103-normalized.ppm,1
131,left_240x20_irisbee,06548d287-normalized.ppm,1
132,left_240x20_irisbee,06393d32-normalized.ppm,1
133,left_240x20_irisbee,05769d79-normalized.ppm,2
134,left_240x20_irisbee,06166d108-normalized.ppm,2
135,left_240x20_irisbee,06132d3-normalized.ppm,2
136,left_240x20_irisbee,05710d5-normalized.ppm,2
137,left_240x20_irisbee,06141d5-normalized.ppm,1
138,left_240x20_irisbee,05886d26-normalized.ppm,0
139,left_240x20_irisbee,05512d461-normalized.ppm,1
140,left_240x20_irisbee,05633d6-normalized.ppm,2
141,left_240x20_irisbee,06620d74-normalized.ppm,2
142,left_240x20_irisbee,06194d5-normalized.ppm,2
143,left_240x20_irisbee,06551d359-normalized.ppm,2
144,left_240x20_irisbee,05341d132-normalized.ppm,0
145,left_240x20_irisbee,06526d46-normalized.ppm,1
146,left_240x20_irisbee,06092d36-normalized.ppm,2
147,left_240x20_irisbee,05620d2-normalized.ppm,0
148,left_240x20_irisbee,06106d61-normalized.ppm,2
149,left_240x20_irisbee,06080d72-normalized.ppm,2
150,left_240x20_irisbee,06168d44-normalized.ppm,2
151,left_240x20_irisbee,05852d54-normalized.ppm,1
152,left_240x20_irisbee,05688d1-normalized.ppm,0
153,left_240x20_irisbee,05748d5-normalized.ppm,1
154,left_240x20_irisbee,90333d3-normalized.ppm,2
155,left_240x20_irisbee,05863d406-normalized.ppm,0
156,left_240x20_irisbee,06013d166-normalized.ppm,2
157,left_240x20_irisbee,05812d628-normalized.ppm,1
158,left_240x20_irisbee,05297d87-normalized.ppm,2
159,left_240x20_irisbee,05961d14-normalized.ppm,1
160,left_240x20_irisbee,05610d4-normalized.ppm,1
161,left_240x20_irisbee,06010d37-normalized.ppm,1
162,left_240x20_irisbee,06130d453-normalized.ppm,2
163,left_240x20_irisbee,05715d63-normalized.ppm,1
164,left_240x20_irisbee,06655d67-normalized.ppm,0
165,left_240x20_irisbee,06324d3-normalized.ppm,1
166,left_240x20_irisbee,06063d396-normalized.ppm,1
167,left_240x20_irisbee,05597d313-normalized.ppm,2
168,left_240x20_irisbee,06581d174-normalized.ppm,2
169,left_240x20_irisbee,06528d41-normalized.ppm,2
170,left_240x20_irisbee,90357d1-normalized.ppm,2
171,left_240x20_irisbee,05824d521-normalized.ppm,2
172,left_240x20_irisbee,06306d5-normalized.ppm,2
173,left_240x20_irisbee,06585d26-normalized.ppm,1
174,left_240x20_irisbee,05492d172-normalized.ppm,2
175,left_240x20_irisbee,05551d14-normalized.ppm,0
176,left_240x20_irisbee,06059d235-normalized.ppm,0
177,left_240x20_irisbee,05245d251-normalized.ppm,2
178,left_240x20_irisbee,06179d5-normalized.ppm,0
179,left_240x20_irisbee,90291d3-normalized.ppm,2
180,left_240x20_irisbee,06678d92-normalized.ppm,1
181,left_240x20_irisbee,05446d26-normalized.ppm,2
182,left_240x20_irisbee,05660d5-normalized.ppm,1
183,left_240x20_irisbee,06404d1-normalized.ppm,0
184,left_240x20_irisbee,06724d84-normalized.ppm,2
185,left_240x20_irisbee,05440d30-normalized.ppm,1
186,left_240x20_irisbee,05940d66-normalized.ppm,1
187,left_240x20_irisbee,04327d2162-normalized.ppm,1
188,left_240x20_irisbee,06121d33-normalized.ppm,1
189,left_240x20_irisbee,06468d32-normalized.ppm,2
190,left_240x20_irisbee,06186d3-normalized.ppm,1
191,left_240x20_irisbee,05709d2-normalized.ppm,2
192,left_240x20_irisbee,06026d427-normalized.ppm,2
193,left_240x20_irisbee,06185d121-normalized.ppm,2
194,left_240x20_irisbee,05470d144-normalized.ppm,2
195,left_240x20_irisbee,06606d273-normalized.ppm,2
196,left_240x20_irisbee,05563d14-normalized.ppm,2
197,left_240x20_irisbee,90383d5-normalized.ppm,2
198,left_240x20_irisbee,05950d16-normalized.ppm,1
199,left_240x20_irisbee,06527d116-normalized.ppm,0
200,left_240x20_irisbee,05305d154-normalized.ppm,1
201,left_240x20_irisbee,90297d3-normalized.ppm,2
202,left_240x20_irisbee,90319d1-normalized.ppm,1
203,left_240x20_irisbee,05451d26-normalized.ppm,1
204,left_240x20_irisbee,06469d36-normalized.ppm,2
205,left_240x20_irisbee,05880d1173-normalized.ppm,2
206,left_240x20_irisbee,05256d417-normalized.ppm,1
207,left_240x20_irisbee,06627d279-normalized.ppm,2
208,left_240x20_irisbee,06495d632-normalized.ppm,1
209,left_240x20_irisbee,06263d3-normalized.ppm,2
210,left_240x20_irisbee,06494d109-normalized.ppm,1
211,left_240x20_irisbee,06386d176-normalized.ppm,1
212,left_240x20_irisbee,06173d5-normalized.ppm,1
213,left_240x20_irisbee,06360d1-normalized.ppm,1
214,left_240x20_irisbee,90148d83-normalized.ppm,1
215,left_240x20_irisbee,06452d313-normalized.ppm,1
216,left_240x20_irisbee,06728d1-normalized.ppm,0
217,left_240x20_irisbee,06566d231-normalized.ppm,2
218,left_240x20_irisbee,06424d5-normalized.ppm,1
219,left_240x20_irisbee,90249d87-normalized.ppm,1
220,left_240x20_irisbee,06438d3-normalized.ppm,2
221,left_240x20_irisbee,05857d420-normalized.ppm,2
222,left_240x20_irisbee,05731d107-normalized.ppm,2
223,left_240x20_irisbee,05658d163-normalized.ppm,2
224,left_240x20_irisbee,06500d1463-normalized.ppm,1
225,left_240x20_irisbee,04470d2889-normalized.ppm,2
226,left_240x20_irisbee,05690d31-normalized.ppm,2
227,left_240x20_irisbee,05165d183-normalized.ppm,1
228,left_240x20_irisbee,90326d3-normalized.ppm,2
229,left_240x20_irisbee,90381d1-normalized.ppm,2
230,left_240x20_irisbee,05817d181-normalized.ppm,1
231,left_240x20_irisbee,05671d62-normalized.ppm,1
232,left_240x20_irisbee,05485d96-normalized.ppm,2
233,left_240x20_irisbee,05394d241-normalized.ppm,1
234,left_240x20_irisbee,06537d378-normalized.ppm,0
235,left_240x20_irisbee,06122d123-normalized.ppm,1
236,left_240x20_irisbee,05600d136-normalized.ppm,2
237,left_240x20_irisbee,06475d36-normalized.ppm,1
238,left_240x20_irisbee,90307d1-normalized.ppm,2
239,left_240x20_irisbee,05508d38-normalized.ppm,2
240,left_240x20_irisbee,05289d134-normalized.ppm,1
241,left_240x20_irisbee,06333d1-normalized.ppm,2
242,left_240x20_irisbee,06403d3-normalized.ppm,2
243,left_240x20_irisbee,04888d366-normalized.ppm,1
244,left_240x20_irisbee,06499d327-normalized.ppm,1
245,left_240x20_irisbee,05409d729-normalized.ppm,1
246,left_240x20_irisbee,06658d184-normalized.ppm,1
247,left_240x20_irisbee,05373d180-normalized.ppm,1
248,left_240x20_irisbee,06158d5-normalized.ppm,1
249,left_240x20_irisbee,90118d43-normalized.ppm,1
250,left_240x20_irisbee,05546d15-normalized.ppm,0
251,left_240x20_irisbee,04511d751-normalized.ppm,2
252,left_240x20_irisbee,04267d334-normalized.ppm,2
253,left_240x20_irisbee,05570d16-normalized.ppm,1
254,left_240x20_irisbee,05916d32-normalized.ppm,1
255,left_240x20_irisbee,06257d174-normalized.ppm,2
256,left_240x20_irisbee,06637d73-normalized.ppm,2
257,left_240x20_irisbee,06660d81-normalized.ppm,1
258,left_240x20_irisbee,06266d373-normalized.ppm,1
259,left_240x20_irisbee,05723d218-normalized.ppm,1
260,left_240x20_irisbee,05517d846-normalized.ppm,0
261,left_240x20_irisbee,05711d3-normalized.ppm,1
262,left_240x20_irisbee,06290d1-normalized.ppm,0
263,left_240x20_irisbee,05980d35-normalized.ppm,2
264,left_240x20_irisbee,90105d112-normalized.ppm,1
265,left_240x20_irisbee,06385d31-normalized.ppm,2
266,left_240x20_irisbee,90392d1-normalized.ppm,0
267,left_240x20_irisbee,90395d1-normalized.ppm,1
268,left_240x20_irisbee,05761d165-normalized.ppm,2
269,left_240x20_irisbee,06103d36-normalized.ppm,1
270,left_240x20_irisbee,90273d3-normalized.ppm,2
271,left_240x20_irisbee,06577d2-normalized.ppm,1
272,left_240x20_irisbee,90274d1-normalized.ppm,0
273,left_240x20_irisbee,06521d38-normalized.ppm,2
274,left_240x20_irisbee,05807d89-normalized.ppm,2
275,left_240x20_irisbee,90218d89-normalized.ppm,1
276,left_240x20_irisbee,05270d352-normalized.ppm,1
277,left_240x20_irisbee,06692d78-normalized.ppm,1
278,left_240x20_irisbee,05695d193-normalized.ppm,1
279,left_240x20_irisbee,06512d332-normalized.ppm,2
280,left_240x20_irisbee,05964d22-normalized.ppm,0
281,left_240x20_irisbee,05913d112-normalized.ppm,1
282,left_240x20_irisbee,06668d86-normalized.ppm,2
283,left_240x20_irisbee,06142d5-normalized.ppm,1
284,left_240x20_irisbee,05649d181-normalized.ppm,1
285,left_240x20_irisbee,05742d22-normalized.ppm,2
286,left_240x20_irisbee,05486d213-normalized.ppm,1
287,left_240x20_irisbee,06119d3-normalized.ppm,2
288,left_240x20_irisbee,06523d44-normalized.ppm,2
289,left_240x20_irisbee,05780d61-normalized.ppm,1
290,left_240x20_irisbee,90338d1-normalized.ppm,0
291,left_240x20_irisbee,06036d87-normalized.ppm,1
292,left_240x20_irisbee,05501d422-normalized.ppm,2
293,left_240x20_irisbee,05605d27-normalized.ppm,1
294,left_240x20_irisbee,90027d87-normalized.ppm,2
295,left_240x20_irisbee,05914d157-normalized.ppm,2
296,left_240x20_irisbee,90032d156-normalized.ppm,1
297,left_240x20_irisbee,90335d1-normalized.ppm,2
298,left_240x20_irisbee,05639d6-normalized.ppm,1
299,left_240x20_irisbee,05344d274-normalized.ppm,1
300,left_240x20_irisbee,05027d526-normalized.ppm,2
301,left_240x20_irisbee,06502d92-normalized.ppm,2
302,left_240x20_irisbee,05547d675-normalized.ppm,1
303,left_240x20_irisbee,06645d182-normalized.ppm,2
304,left_240x20_irisbee,05033d2220-normalized.ppm,2
305,left_240x20_irisbee,06562d41-normalized.ppm,2
306,left_240x20_irisbee,05317d210-normalized.ppm,1
307,left_240x20_irisbee,05862d37-normalized.ppm,2
308,left_240x20_irisbee,06439d157-normalized.ppm,2
309,left_240x20_irisbee,06124d5-normalized.ppm,1
310,left_240x20_irisbee,05628d54-normalized.ppm,2
311,left_240x20_irisbee,06664d89-normalized.ppm,1
312,left_240x20_irisbee,05532d34-normalized.ppm,0
313,left_240x20_irisbee,06707d90-normalized.ppm,1
314,left_240x20_irisbee,06269d3-normalized.ppm,1
315,left_240x20_irisbee,05528d45-normalized.ppm,0
316,left_240x20_irisbee,06514d530-normalized.ppm,0
317,left_240x20_irisbee,05766d1255-normalized.ppm,2
318,left_240x20_irisbee,06006d46-normalized.ppm,0
319,left_240x20_irisbee,05342d83-normalized.ppm,1
320,left_240x20_irisbee,05408d945-normalized.ppm,2
321,left_240x20_irisbee,06663d85-normalized.ppm,2
322,left_240x20_irisbee,05232d427-normalized.ppm,1
323,left_240x20_irisbee,06575d378-normalized.ppm,1
324,left_240x20_irisbee,06472d33-normalized.ppm,2
325,left_240x20_irisbee,90391d3-normalized.ppm,2
326,left_240x20_irisbee,90330d3-normalized.ppm,1
327,left_240x20_irisbee,05627d2-normalized.ppm,1
328,left_240x20_irisbee,05527d16-normalized.ppm,2
329,left_240x20_irisbee,90290d3-normalized.ppm,2
330,left_240x20_irisbee,06531d370-normalized.ppm,2
331,left_240x20_irisbee,05724d439-normalized.ppm,2
332,left_240x20_irisbee,05636d4-normalized.ppm,1
333,left_240x20_irisbee,06563d170-normalized.ppm,1
334,left_240x20_irisbee,05525d31-normalized.ppm,2
335,left_240x20_irisbee,06720d83-normalized.ppm,2
336,left_240x20_irisbee,06604d334-normalized.ppm,1
337,left_240x20_irisbee,05015d189-normalized.ppm,2
338,left_240x20_irisbee,06437d1-normalized.ppm,2
339,left_240x20_irisbee,06430d46-normalized.ppm,1
340,left_240x20_irisbee,05798d270-normalized.ppm,2
341,left_240x20_irisbee,90353d3-normalized.ppm,2
342,left_240x20_irisbee,05883d39-normalized.ppm,1
343,left_240x20_irisbee,06084d132-normalized.ppm,1
344,left_240x20_irisbee,06642d88-normalized.ppm,2
345,left_240x20_irisbee,06207d232-normalized.ppm,0
346,left_240x20_irisbee,06123d90-normalized.ppm,1
347,left_240x20_irisbee,06389d1-normalized.ppm,2
348,left_240x20_irisbee,05896d16-normalized.ppm,2
349,left_240x20_irisbee,05581d14-normalized.ppm,2
350,left_240x20_irisbee,05560d91-normalized.ppm,1
351,left_240x20_irisbee,06209d768-normalized.ppm,1
352,left_240x20_irisbee,06161d1-normalized.ppm,1
353,left_240x20_irisbee,05729d122-normalized.ppm,0
354,left_240x20_irisbee,06160d5-normalized.ppm,1
355,left_240x20_irisbee,05482d367-normalized.ppm,2
356,left_240x20_irisbee,05645d343-normalized.ppm,1
357,left_240x20_irisbee,90401d3-normalized.ppm,2
358,left_240x20_irisbee,05552d16-normalized.ppm,2
359,left_240x20_irisbee,06654d63-normalized.ppm,2
360,left_240x20_irisbee,06395d484-normalized.ppm,1
361,left_240x20_irisbee,05509d30-normalized.ppm,2
362,left_240x20_irisbee,05292d184-normalized.ppm,2
363,left_240x20_irisbee,06426d433-normalized.ppm,2
364,left_240x20_irisbee,05949d23-normalized.ppm,1
365,left_240x20_irisbee,06118d1727-normalized.ppm,1
366,left_240x20_irisbee,05583d81-normalized.ppm,1
367,left_240x20_irisbee,06107d513-normalized.ppm,2
368,left_240x20_irisbee,90452d1-normalized.ppm,2
369,left_240x20_irisbee,05989d35-normalized.ppm,0
370,left_240x20_irisbee,06066d57-normalized.ppm,1
371,left_240x20_irisbee,90176d20-normalized.ppm,2
372,left_240x20_irisbee,06651d73-normalized.ppm,0
373,left_240x20_irisbee,05732d1-normalized.ppm,1
374,left_240x20_irisbee,90028d89-normalized.ppm,2
375,left_240x20_irisbee,90398d3-normalized.ppm,2
376,left_240x20_irisbee,05612d267-normalized.ppm,1
377,left_240x20_irisbee,05608d450-normalized.ppm,1
378,left_240x20_irisbee,06048d131-normalized.ppm,2
379,left_240x20_irisbee,05598d113-normalized.ppm,1
380,left_240x20_irisbee,06490d539-normalized.ppm,0
381,left_240x20_irisbee,05687d7-normalized.ppm,1
382,left_240x20_irisbee,06533d98-normalized.ppm,2
383,left_240x20_irisbee,05603d825-normalized.ppm,1
384,left_240x20_irisbee,06721d84-normalized.ppm,1
385,left_240x20_irisbee,06591d290-normalized.ppm,0
386,left_240x20_irisbee,05611d647-normalized.ppm,0
387,left_240x20_irisbee,05753d258-normalized.ppm,2
388,left_240x20_irisbee,05773d97-normalized.ppm,2
389,left_240x20_irisbee,06659d171-normalized.ppm,2
390,left_240x20_irisbee,05837d48-normalized.ppm,2
391,left_240x20_irisbee,06636d253-normalized.ppm,2
392,left_240x20_irisbee,90082d166-normalized.ppm,0
393,left_240x20_irisbee,06383d520-normalized.ppm,0
394,left_240x20_irisbee,05932d24-normalized.ppm,2
395,left_240x20_irisbee,05136d306-normalized.ppm,1
396,left_240x20_irisbee,90263d85-normalized.ppm,2
397,left_240x20_irisbee,05504d169-normalized.ppm,2
398,left_240x20_irisbee,05893d280-normalized.ppm,1
399,left_240x20_irisbee,05917d56-normalized.ppm,2
400,left_240x20_irisbee,05578d13-normalized.ppm,1
401,left_240x20_irisbee,05321d244-normalized.ppm,1
402,left_240x20_irisbee,06579d373-normalized.ppm,0
403,left_240x20_irisbee,90282d1-normalized.ppm,2
404,left_240x20_irisbee,06672d152-normalized.ppm,1
405,left_240x20_irisbee,05689d5-normalized.ppm,2
406,left_240x20_irisbee,06689d81-normalized.ppm,1
407,left_240x20_irisbee,05670d699-normalized.ppm,2
408,left_240x20_irisbee,90124d44-normalized.ppm,2
409,left_240x20_irisbee,06479d402-normalized.ppm,2
410,left_240x20_irisbee,05312d94-normalized.ppm,1
411,left_240x20_irisbee,05650d60-normalized.ppm,2
412,left_240x20_irisbee,06198d33-normalized.ppm,2
413,left_240x20_irisbee,06295d3-normalized.ppm,1
414,left_240x20_irisbee,05801d100-normalized.ppm,2
415,left_240x20_irisbee,05751d244-normalized.ppm,0
416,left_240x20_irisbee,06172d35-normalized.ppm,2
417,left_240x20_irisbee,06235d5-normalized.ppm,1
418,left_240x20_irisbee,05653d63-normalized.ppm,2
419,left_240x20_irisbee,05681d33-normalized.ppm,0
420,left_240x20_irisbee,06483d326-normalized.ppm,2
421,left_240x20_irisbee,06594d9-normalized.ppm,2
422,left_240x20_irisbee,90292d1-normalized.ppm,0
423,left_240x20_irisbee,05561d49-normalized.ppm,1
424,left_240x20_irisbee,05901d106-normalized.ppm,1
425,left_240x20_irisbee,05375d377-normalized.ppm,2
426,left_240x20_irisbee,05847d105-normalized.ppm,1
427,left_240x20_irisbee,05696d1314-normalized.ppm,2
428,left_240x20_irisbee,06399d267-normalized.ppm,2
429,left_240x20_irisbee,06354d43-normalized.ppm,2
430,left_240x20_irisbee,06376d1-normalized.ppm,1
431,left_240x20_irisbee,05717d3-normalized.ppm,1
432,left_240x20_irisbee,06412d212-normalized.ppm,2
433,left_240x20_irisbee,06714d65-normalized.ppm,2
434,left_240x20_irisbee,06557d359-normalized.ppm,2
435,left_240x20_irisbee,06268d3-normalized.ppm,2
436,left_240x20_irisbee,06522d46-normalized.ppm,2
437,left_240x20_irisbee,05592d3-normalized.ppm,2
438,left_240x20_irisbee,05923d751-normalized.ppm,1
439,left_240x20_irisbee,06705d82-normalized.ppm,0
440,left_240x20_irisbee,05770d99-normalized.ppm,1
441,left_240x20_irisbee,05382d370-normalized.ppm,1
442,left_240x20_irisbee,06250d60-normalized.ppm,1
443,left_240x20_irisbee,06024d51-normalized.ppm,2
444,left_240x20_irisbee,06032d48-normalized.ppm,1
445,left_240x20_irisbee,06629d197-normalized.ppm,1
446,left_240x20_irisbee,05584d12-normalized.ppm,1
447,left_240x20_irisbee,06667d88-normalized.ppm,2
448,left_240x20_irisbee,06203d5-normalized.ppm,2
449,left_240x20_irisbee,05872d199-normalized.ppm,0
450,left_240x20_irisbee,06284d1-normalized.ppm,1
451,left_240x20_irisbee,06064d45-normalized.ppm,2
452,left_240x20_irisbee,90021d173-normalized.ppm,0
453,left_240x20_irisbee,05777d5-normalized.ppm,2
454,left_240x20_irisbee,05513d416-normalized.ppm,2
455,left_240x20_irisbee,05053d303-normalized.ppm,2
456,left_240x20_irisbee,06506d61-normalized.ppm,2
457,left_240x20_irisbee,05175d339-normalized.ppm,2
458,left_240x20_irisbee,05629d698-normalized.ppm,1
459,left_240x20_irisbee,06090d38-normalized.ppm,2
460,left_240x20_irisbee,05835d145-normalized.ppm,2
461,left_240x20_irisbee,05802d116-normalized.ppm,2
462,left_240x20_irisbee,05665d74-normalized.ppm,2
463,left_240x20_irisbee,06065d211-normalized.ppm,2
464,left_240x20_irisbee,05781d3-normalized.ppm,2
465,left_240x20_irisbee,05930d276-normalized.ppm,1
466,left_240x20_irisbee,05582d292-normalized.ppm,1
467,left_240x20_irisbee,06332d198-normalized.ppm,2
468,left_240x20_irisbee,90446d3-normalized.ppm,1
469,left_240x20_irisbee,05044d724-normalized.ppm,2
470,left_240x20_irisbee,05294d61-normalized.ppm,1
471,left_240x20_irisbee,90328d1-normalized.ppm,2
472,left_240x20_irisbee,06280d1-normalized.ppm,2
473,left_240x20_irisbee,06487d40-normalized.ppm,1
474,left_240x20_irisbee,05448d135-normalized.ppm,1
475,left_240x20_irisbee,05314d248-normalized.ppm,1
476,left_240x20_irisbee,05028d570-normalized.ppm,2
477,left_240x20_irisbee,05498d96-normalized.ppm,1
478,left_240x20_irisbee,05957d140-normalized.ppm,1
479,left_240x20_irisbee,90300d3-normalized.ppm,2
480,left_240x20_irisbee,05806d35-normalized.ppm,1
481,left_240x20_irisbee,05550d16-normalized.ppm,2
482,left_240x20_irisbee,05976d37-normalized.ppm,1
483,left_240x20_irisbee,06017d1210-normalized.ppm,1
484,left_240x20_irisbee,05944d52-normalized.ppm,2
485,left_240x20_irisbee,06081d141-normalized.ppm,1
486,left_240x20_irisbee,06071d152-normalized.ppm,1
487,left_240x20_irisbee,05626d239-normalized.ppm,0
488,left_240x20_irisbee,06600d9-normalized.ppm,1
489,left_240x20_irisbee,90276d1-normalized.ppm,0
490,left_240x20_irisbee,05899d12-normalized.ppm,2
491,left_240x20_irisbee,05568d14-normalized.ppm,1
492,left_240x20_irisbee,06367d1-normalized.ppm,2
493,left_240x20_irisbee,06715d63-normalized.ppm,2
494,left_240x20_irisbee,90387d3-normalized.ppm,1
495,left_240x20_irisbee,05450d1361-normalized.ppm,1
496,left_240x20_irisbee,90132d127-normalized.ppm,2
497,left_240x20_irisbee,05366d855-normalized.ppm,2
